Date,Open,High,Low,Close,Adj Close,Volume
2017-05-31,241.839996,241.880005,240.639999,241.440002,222.715363,91796000
2017-06-01,241.970001,243.380005,241.639999,243.360001,224.486465,68962000
2017-06-02,243.419998,244.350006,243.080002,244.169998,225.233658,88666100
2017-06-05,243.970001,244.300003,243.759995,243.990005,225.067612,44698800
2017-06-06,243.339996,243.979996,243.119995,243.210007,224.348114,50375400
2017-06-07,243.600006,243.919998,242.830002,243.660004,224.763199,54144300
2017-06-08,243.770004,244.330002,243.169998,243.779999,224.873932,65950700
2017-06-09,244.089996,245.009995,241.949997,243.410004,224.532623,132256400
2017-06-12,243.130005,243.419998,242.380005,243.360001,224.486465,86108100
2017-06-13,243.979996,244.610001,243.580002,244.550003,225.584183,60067000
2017-06-14,244.860001,244.869995,243.289993,244.240005,225.298248,78602300
2017-06-15,242.679993,243.910004,242.360001,243.770004,224.864670,66464900
2017-06-16,242.770004,242.830002,241.630005,242.639999,224.913818,84553100
2017-06-19,243.589996,244.729996,243.479996,244.660004,226.786255,65123800
2017-06-20,244.250000,244.259995,242.990005,243.009995,225.256775,56906400
2017-06-21,243.460007,243.589996,242.410004,242.949997,225.201157,55977600
2017-06-22,242.960007,243.529999,242.639999,242.839996,225.099213,44148100
2017-06-23,242.910004,243.509995,242.470001,243.130005,225.368011,66986800
2017-06-26,243.899994,244.380005,243.050003,243.289993,225.516312,56700500
2017-06-27,243.039993,243.380005,241.309998,241.330002,223.699539,82247700
2017-06-28,242.500000,243.720001,242.229996,243.490005,225.701721,70042600
2017-06-29,243.660004,243.720001,239.960007,241.350006,223.718048,106949700
2017-06-30,242.279999,242.710007,241.580002,241.800003,224.135178,86820700
2017-07-03,242.880005,243.380005,242.210007,242.210007,224.515244,39153800
2017-07-05,242.630005,243.009995,241.699997,242.770004,225.034317,54427600
2017-07-06,241.889999,242.029999,240.339996,240.550003,222.976532,65400800
2017-07-07,241.210007,242.279999,240.559998,242.110001,224.422546,57972300
2017-07-10,242.110001,242.800003,241.759995,242.369995,224.663544,36663300
2017-07-11,242.369995,242.550003,240.850006,242.190002,224.496689,50354600
2017-07-12,243.300003,244.199997,243.300003,244.009995,226.183762,59610400
2017-07-13,244.020004,244.550003,243.759995,244.419998,226.563782,39471600
2017-07-14,244.419998,245.970001,244.309998,245.559998,227.620499,60262700
2017-07-17,245.470001,245.910004,245.330002,245.529999,227.592682,33531900
2017-07-18,245.059998,245.720001,244.669998,245.660004,227.713181,42742500
2017-07-19,246.020004,247.000000,246.009995,246.990005,228.946045,51034300
2017-07-20,247.279999,247.419998,246.470001,247.100006,229.047974,47135200
2017-07-21,246.440002,246.910004,246.179993,246.880005,228.844055,82340800
2017-07-24,246.789993,246.979996,246.279999,246.820007,228.788452,46622300
2017-07-25,247.679993,247.800003,247.160004,247.419998,229.344635,54915600
2017-07-26,247.750000,247.789993,247.130005,247.429993,229.353867,47575400
2017-07-27,247.960007,248.000000,245.679993,247.199997,229.140671,70766600
2017-07-28,246.649994,247.059998,246.130005,246.910004,228.871857,50088400
2017-07-31,247.369995,247.479996,246.529999,246.770004,228.742096,65838700
2017-08-01,247.460007,247.500000,246.720001,247.320007,229.251907,55050400
2017-08-02,247.470001,247.600006,246.369995,247.440002,229.363159,47211200
2017-08-03,247.309998,247.339996,246.639999,246.960007,228.918228,40856000
2017-08-04,247.520004,247.789993,246.970001,247.410004,229.335373,60191800
2017-08-07,247.490005,247.869995,247.369995,247.869995,229.761719,31995000
2017-08-08,247.509995,248.910004,246.830002,247.259995,229.196304,61719400
2017-08-09,246.470001,247.309998,246.059998,247.250000,229.187027,62632600
2017-08-10,246.289993,246.440002,243.699997,243.759995,225.951981,120479500
2017-08-11,244.020004,244.800003,243.750000,244.119995,226.285690,74869900
2017-08-14,245.589996,246.789993,245.550003,246.539993,228.528885,73291900
2017-08-15,246.979996,247.000000,246.160004,246.509995,228.501099,55242700
2017-08-16,247.110001,247.570007,246.449997,246.940002,228.899643,56715500
2017-08-17,246.240005,246.600006,243.089996,243.089996,225.330933,128490400
2017-08-18,242.899994,244.190002,242.199997,242.710007,224.978745,136748000
2017-08-21,242.639999,243.199997,241.830002,242.899994,225.154816,65469700
2017-08-22,243.570007,245.619995,243.550003,245.440002,227.509262,63140100
2017-08-23,244.330002,245.050003,244.160004,244.559998,226.693558,50203800
2017-08-24,245.000000,245.179993,243.750000,243.990005,226.165176,50741700
2017-08-25,244.899994,245.610001,244.389999,244.559998,226.693558,64445900
2017-08-28,245.169998,245.199997,244.089996,244.570007,226.702866,40565600
2017-08-29,243.059998,245.149994,242.929993,244.850006,226.962357,51135700
2017-08-30,244.830002,246.320007,244.619995,246.009995,228.037628,62030800
2017-08-31,246.720001,247.770004,246.050003,247.490005,229.409485,103803900
2017-09-01,247.919998,248.330002,247.669998,247.839996,229.733932,62007000
2017-09-05,247.259995,247.520004,244.949997,246.059998,228.083954,91398800
2017-09-06,246.839996,247.279999,246.229996,246.899994,228.862564,57916900
2017-09-07,247.250000,247.270004,246.399994,246.869995,228.834763,58034700
2017-09-08,246.539993,247.110001,246.300003,246.580002,228.565994,63832800
2017-09-11,248.039993,249.300003,248.020004,249.210007,231.003860,71364800
2017-09-12,249.630005,250.089996,249.419998,250.050003,231.782501,56896000
2017-09-13,249.720001,250.210007,249.589996,250.169998,231.893707,59228000
2017-09-14,249.800003,250.320007,249.600006,250.089996,231.819534,95446300
2017-09-15,248.690002,249.289993,248.570007,249.190002,232.131592,95432400
2017-09-18,249.610001,250.119995,249.279999,249.720001,232.625320,46235200
2017-09-19,250.000000,250.070007,249.600006,249.970001,232.858246,47108100
2017-09-20,250.070007,250.190002,248.919998,250.059998,232.942032,59574100
2017-09-21,249.880005,249.979996,249.190002,249.389999,232.317932,48211400
2017-09-22,249.050003,249.630005,249.020004,249.440002,232.364517,51214000
2017-09-25,249.149994,249.550003,248.080002,248.929993,231.889404,57064400
2017-09-26,249.419998,249.699997,248.809998,249.080002,232.029144,54082000
2017-09-27,249.880005,250.490005,248.869995,250.050003,232.932755,81001400
2017-09-28,249.729996,250.440002,249.630005,250.350006,233.212204,44778800
2017-09-29,250.339996,251.320007,250.130005,251.229996,234.031982,85578000
2017-10-02,251.490005,252.320007,251.289993,252.320007,235.047363,59023000
2017-10-03,252.320007,252.889999,252.229996,252.860001,235.550400,66810200
2017-10-04,252.690002,253.440002,252.559998,253.160004,235.829849,55953600
2017-10-05,253.539993,254.679993,253.199997,254.660004,237.227158,63522800
2017-10-06,254.149994,254.699997,253.850006,254.369995,236.957031,80646000
2017-10-09,254.630005,254.699997,253.649994,253.949997,236.565765,35803100
2017-10-10,254.600006,255.050003,253.979996,254.619995,237.189896,43057400
2017-10-11,254.509995,255.020004,254.320007,255.020004,237.562515,47674300
2017-10-12,254.660004,255.059998,254.369995,254.639999,237.208572,47065100
2017-10-13,255.139999,255.270004,254.639999,254.949997,237.497345,54800400
2017-10-16,255.210007,255.509995,254.820007,255.289993,237.814041,38221700
2017-10-17,255.229996,255.520004,254.979996,255.470001,237.981735,31561000
2017-10-18,255.899994,255.949997,255.500000,255.720001,238.214615,40888300
2017-10-19,254.830002,255.830002,254.350006,255.789993,238.279816,61903800
2017-10-20,256.700012,257.140015,255.770004,257.109985,239.509430,89176400
2017-10-23,257.480011,257.510010,256.019989,256.109985,238.577896,63915300
2017-10-24,256.600006,256.829987,256.149994,256.559998,238.997101,66935900
2017-10-25,256.179993,256.309998,254.000000,255.289993,237.814041,103715300
2017-10-26,255.990005,256.299988,255.479996,255.619995,238.121445,69798000
2017-10-27,256.470001,257.890015,255.630005,257.709991,240.068390,85562500
2017-10-30,256.470001,257.600006,256.410004,256.750000,239.174118,54285700
2017-10-31,257.179993,257.440002,256.809998,257.149994,239.546707,60304800
2017-11-01,258.040009,258.429993,257.070007,257.489990,239.863449,54202700
2017-11-02,257.410004,257.750000,256.190002,257.589996,239.956589,56449500
2017-11-03,257.769989,258.500000,257.299988,258.450012,240.757736,59589700
2017-11-06,258.299988,259.000000,258.220001,258.850006,241.130356,49652600
2017-11-07,258.970001,259.350006,258.089996,258.670013,240.962708,57502200
2017-11-08,258.470001,259.220001,258.149994,259.109985,241.372528,50469600
2017-11-09,257.730011,258.390015,256.359985,258.170013,240.496933,95085500
2017-11-10,257.730011,258.290009,257.369995,258.089996,240.422363,59984700
2017-11-13,257.309998,258.589996,257.269989,258.329987,240.645935,50228600
2017-11-14,257.410004,257.850006,256.519989,257.730011,240.087021,61315200
2017-11-15,256.619995,257.220001,255.630005,256.440002,238.885315,80811500
2017-11-16,257.519989,259.040009,257.470001,258.619995,240.916092,67777000
2017-11-17,258.220001,258.589996,257.769989,257.859985,240.208099,75756800
2017-11-20,258.140015,258.519989,257.859985,258.299988,240.617966,48075500
2017-11-21,259.179993,260.200012,258.260010,259.989990,242.192261,69176800
2017-11-22,260.000000,260.149994,259.570007,259.760010,241.978058,45033400
2017-11-24,260.320007,260.480011,260.160004,260.359985,242.536957,27856500
2017-11-27,260.410004,260.750000,260.000000,260.230011,242.415909,52274900
2017-11-28,260.760010,262.899994,260.649994,262.869995,244.875107,98971700
2017-11-29,263.019989,263.630005,262.200012,262.709991,244.726059,77512100
2017-11-30,263.760010,266.049988,263.670013,265.010010,246.868729,127894400
2017-12-01,264.760010,265.309998,260.760010,264.459991,246.356369,164390900
2017-12-04,266.309998,266.799988,264.079987,264.140015,246.058228,94040600
2017-12-05,263.190002,265.149994,263.040009,263.190002,245.173264,77994500
2017-12-06,263.299988,263.730011,262.709991,263.239990,245.219818,75898600
2017-12-07,264.070007,264.429993,262.940002,264.070007,245.993011,77218600
2017-12-08,265.160004,265.519989,264.029999,265.510010,247.334442,76563900
2017-12-11,266.309998,266.380005,265.480011,266.309998,248.079681,83077500
2017-12-12,267.209991,267.320007,266.350006,266.779999,248.517456,85195800
2017-12-13,267.059998,267.559998,266.649994,266.750000,248.489594,102905400
2017-12-14,267.089996,267.220001,265.600006,265.660004,247.474152,100666700
2017-12-15,265.450012,267.040009,265.390015,266.510010,249.535019,144610300
2017-12-18,268.100006,268.600006,267.980011,268.200012,251.117325,83653600
2017-12-19,268.480011,268.529999,267.089996,267.170013,250.152939,82382900
2017-12-20,268.269989,268.329987,266.690002,267.029999,250.021866,76751500
2017-12-21,267.739990,268.390015,267.299988,267.579987,250.536819,67032300
2017-12-22,267.600006,267.640015,266.899994,267.510010,250.471329,78720900
2017-12-26,267.049988,267.440002,266.890015,267.190002,250.171646,45244400
2017-12-27,267.380005,267.730011,267.010010,267.320007,250.293365,57751000
2017-12-28,267.890015,267.920013,267.450012,267.869995,250.808350,45116100
2017-12-29,268.529999,268.549988,266.640015,266.859985,249.862732,96007400
2018-01-02,267.839996,268.809998,267.399994,268.769989,251.651062,86655700
2018-01-03,268.959991,270.640015,268.959991,270.470001,253.242752,90070400
2018-01-04,271.200012,272.160004,270.540009,271.609985,254.310150,80636400
2018-01-05,272.510010,273.559998,271.950012,273.420013,256.004852,83524000
2018-01-08,273.309998,274.100006,272.980011,273.920013,256.472992,57319200
2018-01-09,274.399994,275.250000,274.079987,274.540009,257.053558,57254000
2018-01-10,273.679993,274.420013,272.920013,274.119995,256.660278,69574300
2018-01-11,274.750000,276.119995,274.559998,276.119995,258.532837,62361500
2018-01-12,276.420013,278.109985,276.079987,277.920013,260.218231,90816100
2018-01-16,279.350006,280.089996,276.179993,276.970001,259.328735,106555100
2018-01-17,278.029999,280.049988,276.970001,279.609985,261.800598,113258800
2018-01-18,279.480011,279.959991,278.579987,279.140015,261.360535,100728000
2018-01-19,279.799988,280.410004,279.140015,280.410004,262.549683,140920100
2018-01-22,280.170013,282.690002,280.109985,282.690002,264.684387,91322400
2018-01-23,282.739990,283.619995,282.369995,283.290009,265.246185,97084700
2018-01-24,284.019989,284.700012,281.839996,283.179993,265.143188,134816100
2018-01-25,284.160004,284.269989,282.399994,283.299988,265.255554,84587300
2018-01-26,284.250000,286.630005,283.959991,286.579987,268.326630,107743100
2018-01-29,285.929993,286.429993,284.500000,284.679993,266.547607,90118300
2018-01-30,282.600006,284.739990,281.220001,281.760010,263.813629,131796400
2018-01-31,282.730011,283.299988,280.679993,281.899994,263.944702,108364800
2018-02-01,281.070007,283.059998,280.679993,281.579987,263.645142,90102500
2018-02-02,280.079987,280.230011,275.410004,275.450012,257.905579,173174800
2018-02-05,273.450012,275.850006,263.309998,263.929993,247.119308,294681800
2018-02-06,259.940002,269.700012,258.700012,269.130005,251.988098,355026800
2018-02-07,268.500000,272.359985,267.579987,267.670013,250.621124,167376100
2018-02-08,268.010010,268.170013,257.589996,257.630005,241.220596,246449500
2018-02-09,260.799988,263.609985,252.919998,261.500000,244.844055,283565300
2018-02-12,263.829987,267.010010,261.660004,265.339996,248.439484,143736000
2018-02-13,263.970001,266.619995,263.309998,266.000000,249.057465,81223600
2018-02-14,264.309998,270.000000,264.299988,269.589996,252.418777,120735700
2018-02-15,271.570007,273.040009,268.769989,273.029999,255.639725,111200300
2018-02-16,272.320007,275.320007,272.269989,273.109985,255.714569,160420100
2018-02-20,272.029999,273.670013,270.500000,271.399994,254.113480,86369700
2018-02-21,271.899994,274.720001,269.940002,270.049988,252.849487,98883700
2018-02-22,271.100006,273.049988,269.640015,270.399994,253.177200,110511300
2018-02-23,271.790009,274.709991,271.250000,274.709991,257.212646,92766400
2018-02-26,275.929993,278.010010,275.260010,277.899994,260.199554,86491400
2018-02-27,278.109985,278.920013,274.359985,274.429993,256.950531,99099200
2018-02-28,275.679993,276.190002,271.290009,271.649994,254.347595,121907800
2018-03-01,271.410004,273.170013,266.000000,267.700012,250.649261,176855100
2018-03-02,265.799988,269.720001,264.820007,269.079987,251.941299,139083200
2018-03-05,267.730011,272.890015,267.609985,272.190002,254.853271,97307400
2018-03-06,273.299988,273.390015,271.179993,272.880005,255.499207,79213200
2018-03-07,270.420013,273.179993,270.200012,272.779999,255.405609,87063500
2018-03-08,273.549988,274.239990,272.420013,274.100006,256.641602,66901200
2018-03-09,275.700012,278.869995,275.339996,278.869995,261.107666,113625300
2018-03-12,279.200012,279.910004,278.079987,278.519989,260.780121,71924800
2018-03-13,279.839996,280.410004,276.029999,276.720001,259.094574,91968900
2018-03-14,277.809998,278.019989,274.670013,275.299988,257.765106,105895100
2018-03-15,275.880005,276.609985,274.429993,275.000000,257.484161,83433000
2018-03-16,274.500000,275.390015,274.140015,274.200012,257.763489,100343700
2018-03-19,273.350006,274.399994,268.619995,270.489990,254.275818,109208400
2018-03-20,270.940002,271.670013,270.179993,270.950012,254.708252,59757300
2018-03-21,270.899994,273.269989,270.190002,270.429993,254.219437,78709600
2018-03-22,267.910004,268.869995,263.359985,263.670013,247.864624,148785900
2018-03-23,264.170013,264.540009,257.829987,258.049988,242.581497,183534800
2018-03-26,262.130005,265.429993,259.410004,265.109985,249.218277,141956100
2018-03-27,266.170013,266.769989,258.839996,260.600006,244.978668,129941400
2018-03-28,260.750000,262.640015,258.579987,259.829987,244.254791,146452300
2018-03-29,261.119995,265.260010,259.839996,263.149994,247.375778,111601600
